year,direction,family,state,tail,n,flagged,symbols,exchanges,loser_rejection,winner_sacrifice,selective_efficiency,TP1,TP1_rate,Loss,Full_Stop,Avg_R,Net
2023,LONG,volume_state,FLAT,LOSER,5,7,7,1,0.125,0.3333333333333333,-0.20833333333333331,3,42.857142857142854,4,3,1.2566120884269354,81.68549992220119
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,NONE,0,37,34,1,0.8378378378378378,0.6666666666666666,0.1711711711711712,6,16.216216216216218,31,31,-0.4468428309327875,-159.56062053971976
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,WINNER,1,37,34,1,0.8378378378378378,0.75,0.08783783783783783,6,16.216216216216218,31,31,-0.4468428309327875,-159.56062053971976
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,WINNER,3,35,32,1,0.8378378378378378,0.6666666666666666,0.1711711711711712,4,11.428571428571429,31,31,-0.7356807939007841,-250.09364728310285
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,WINNER,5,35,32,1,0.8378378378378378,1.0,-0.16216216216216217,4,11.428571428571429,31,31,-0.7356807939007841,-250.09364728310285
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,LOSER,1,36,33,1,0.8333333333333334,0.6666666666666666,0.16666666666666674,6,16.666666666666664,30,30,-0.4257320529564833,-147.21208009921185
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,LOSER,3,34,31,1,0.8235294117647058,0.6666666666666666,0.1568627450980392,6,17.647058823529413,28,28,-0.38056923093772044,-123.21347996655338
2023,LONG,volume_state,SUDDEN_SPIKE_ONLY,LOSER,5,32,30,1,0.8125,0.6666666666666666,0.14583333333333337,6,18.75,26,26,-0.3309956716947047,-99.76171093972542
2023,LONG,quality,CLEAN_EXPANSION,NONE,0,21,20,1,0.40540540540540543,0.6666666666666666,-0.2612612612612612,6,28.57142857142857,15,14,0.23658516052443712,42.21653565929073
2023,LONG,quality,CLEAN_EXPANSION,WINNER,1,21,20,1,0.40540540540540543,0.75,-0.34459459459459457,6,28.57142857142857,15,14,0.23658516052443712,42.21653565929073
2023,LONG,quality,CLEAN_EXPANSION,WINNER,3,19,18,1,0.40540540540540543,0.6666666666666666,-0.2612612612612612,4,21.052631578947366,15,14,-0.2235449826842698,-48.31649108409239
2023,LONG,quality,CLEAN_EXPANSION,WINNER,5,18,17,1,0.40540540540540543,0.75,-0.34459459459459457,3,16.666666666666664,15,14,-0.49632203131972663,-88.6194962069532
2023,LONG,quality,CLEAN_EXPANSION,LOSER,1,21,20,1,0.4166666666666667,0.6666666666666666,-0.24999999999999994,6,28.57142857142857,15,14,0.23658516052443712,42.21653565929073
2023,LONG,quality,CLEAN_EXPANSION,LOSER,3,19,18,1,0.38235294117647056,0.6666666666666666,-0.28431372549019607,6,31.57894736842105,13,12,0.38712044345074137,66.21513579194918
2023,LONG,quality,CLEAN_EXPANSION,LOSER,5,19,18,1,0.40625,0.6666666666666666,-0.26041666666666663,6,31.57894736842105,13,12,0.38712044345074137,66.21513579194918
2023,LONG,quality,WEAK_BREAK,NONE,0,25,23,1,0.5945945945945946,0.3333333333333333,0.2612612612612613,3,12.0,22,22,-0.5931876732366894,-141.6783445581854
2023,LONG,quality,WEAK_BREAK,WINNER,1,24,22,1,0.5945945945945946,0.25,0.3445945945945946,2,8.333333333333332,22,22,-0.8111065753041654,-188.03987293441216
2023,LONG,quality,WEAK_BREAK,WINNER,3,24,22,1,0.5945945945945946,0.3333333333333333,0.2612612612612613,2,8.333333333333332,22,22,-0.8111065753041654,-188.03987293441216
2023,LONG,quality,WEAK_BREAK,WINNER,5,23,21,1,0.5945945945945946,0.25,0.3445945945945946,1,4.3478260869565215,22,22,-0.9641882675187832,-213.6530086009243
2023,LONG,quality,WEAK_BREAK,LOSER,1,24,22,1,0.5833333333333334,0.3333333333333333,0.25000000000000006,3,12.5,21,21,-0.567619208034896,-129.32980411767744
