entry_time,signal_time,entry_mode,exchange,symbol,year,direction,source_candidate_id,selected,quality_status,signal_known_at,contraction_8,realized_range_8,volatility_width_8,contraction_16,realized_range_16,volatility_width_16,atr5_atr20,compression,volume_build_3v20,volume_build_6v20,volume_build_6v30,rising_volume_count,high_volume_count,volume_state,signed_body_ratio,body_ratio,signed_clv,upper_wick_ratio,lower_wick_ratio,adverse_wick_ratio,breakout_range_atr,breakout_distance_atr,breakout_close_beyond_structure,breakout_volume_ratio,quality,transition,tp1_hit,net_u,realized_r,full_stop,error
2023-09-19 01:45:00+00:00,2023-09-19 01:30:00+00:00,壓縮早突破,Binance,TOMO/USDT:USDT,2023,LONG,1a0667aec090a3da8608a8b9656d5fbe06b6535a625cca199ef4cd46fd80c63f,True,COMPLETE,2023-09-19T01:45:00+00:00,1.1411992263056108,3.462282398452611,3.3266469033867017,1.054158607350108,3.462282398452611,2.9165262543590376,1.2688588007736987,EXPANDING_ALREADY,1.016527667201782,1.3293898877500856,0.9225570140680663,1.0,4.0,FLAT,0.41975308641973447,0.41975308641973447,0.8765432098765293,0.12345679012347066,0.45679012345679487,0.12345679012347066,1.566731141199223,0.6576402321082867,0.0033999999999998476,2.632562963378229,WEAK_BREAK,SPIKE_BREAKOUT,True,25.61313566651212,2.709772345632042,False,
2023-10-01 02:15:00+00:00,2023-10-01 02:00:00+00:00,壓縮早突破,Binance,CTK/USDT:USDT,2023,LONG,8fcace33616cfee295aa0c9d88ed46b4e97bb45eb3aafc6da3342b9d8994f396,True,COMPLETE,2023-10-01T02:15:00+00:00,1.0752688172042828,2.4372759856630943,1.8911693130140486,1.0394265232974766,3.29749103942652,3.0037039864578325,1.04659498207885,EXPANDING_ALREADY,0.7770726615372916,0.911908860269465,0.7014366492859293,3.0,1.0,SUDDEN_SPIKE_ONLY,0.8666666666666445,0.8666666666666445,0.8666666666666445,0.13333333333335554,0.0,0.13333333333335554,1.0752688172043028,0.5017921146953254,0.0006999999999999784,2.4006433537407905,CLEAN_EXPANSION,SPIKE_BREAKOUT,True,18.691086137595363,1.925275253924258,False,
2023-10-02 14:15:00+00:00,2023-10-02 14:00:00+00:00,壓縮早突破,Binance,LPT/USDT:USDT,2023,LONG,7d9568ca5aec03211bfecab32c818a848b59950e772761d4555c3961df45424c,True,COMPLETE,2023-10-02T14:15:00+00:00,0.8342989571263056,1.8308227114716076,1.4153343962336167,0.89223638470452,3.0590961761297772,2.468589984013685,1.0243337195828484,MILD_COMPRESSION,0.7642749289780114,0.7290128659962887,0.6516700888255854,2.0,0.0,SUDDEN_SPIKE_ONLY,0.38709677419355254,0.38709677419355254,0.8709677419354824,0.1290322580645175,0.48387096774192995,0.1290322580645175,1.4368482039397332,0.13904982618772277,0.006000000000000227,3.030700538179019,WEAK_BREAK,SPIKE_BREAKOUT,False,-10.687004406361057,-1.0804079619975795,True,
2023-10-11 02:15:00+00:00,2023-10-11 02:00:00+00:00,壓縮早突破,Binance,API3/USDT:USDT,2023,LONG,dae41fc6cc1ce86db6074303bdae5310428e72187bf6adc342e847a148e3d3e4,True,COMPLETE,2023-10-11T02:15:00+00:00,1.2123893805309578,2.053097345132753,1.581448365693392,1.0619469026548682,2.7610619469026654,2.8410215414277697,1.164601769911502,EXPANDING_ALREADY,0.6786637651277672,0.7283545685991145,0.6682875860954668,2.0,0.0,SUDDEN_SPIKE_ONLY,0.4918032786884894,0.4918032786884894,0.8524590163934277,0.1475409836065723,0.3606557377049383,0.1475409836065723,1.0796460176991534,0.07079646017698336,0.00039999999999995595,2.8387631779702964,WEAK_BREAK,SPIKE_BREAKOUT,False,-10.878930138946954,-1.1114209305489424,True,
2023-10-16 05:15:00+00:00,2023-10-16 05:00:00+00:00,壓縮早突破,Binance,IOTA/USDT:USDT,2023,LONG,8f769181a110ab6a35ffaf0c7660717316744b50e8f17613b958db5271f61025,True,COMPLETE,2023-10-16T05:15:00+00:00,0.9638554216867505,2.1686746987951637,2.382375895576543,0.9638554216867505,3.1325301204819476,2.8197662020406282,1.0120481927710898,MILD_COMPRESSION,0.1748387165534699,0.22588541404244875,0.28418371623027244,2.0,0.0,SUDDEN_SPIKE_ONLY,0.714285714285737,0.714285714285737,0.8571428571428684,0.14285714285713152,0.14285714285713152,0.14285714285713152,1.6867469879517718,0.48192771084339203,0.00020000000000000573,2.94233509710876,CLEAN_EXPANSION,SPIKE_BREAKOUT,True,18.575001981946656,1.9190006225141385,False,
2023-10-17 09:45:00+00:00,2023-10-17 09:30:00+00:00,壓縮早突破,Binance,FOOTBALL/USDT:USDT,2023,LONG,8433b6bf8cdfa8294143f44ae098984a1a369359fcadc8171f417d65778111fb,True,COMPLETE,2023-10-17T09:45:00+00:00,1.0720562390158488,4.241359109548951,2.7905293705446605,1.13063854715877,4.241359109548951,2.722281472403168,1.0146455770357254,EXPANDING_ALREADY,0.7791409015933044,1.092057876424227,1.3044639821246415,2.0,2.0,SUDDEN_SPIKE_ONLY,0.6686390532544361,0.6686390532544361,0.7396449704142022,0.2603550295857978,0.0710059171597661,0.2603550295857978,1.9800820152314116,1.171646162858825,1.0,2.467707893626003,WEAK_BREAK,SPIKE_BREAKOUT,False,-11.146342827022496,-1.1298570161811898,True,
2023-10-19 23:45:00+00:00,2023-10-19 23:30:00+00:00,壓縮早突破,Binance,ADA/USDT:USDT,2023,LONG,1b6599774299e32b65c6c8e82e4e87206a69ca8926cf2ecb2899769d50aa0307,True,COMPLETE,2023-10-19T23:45:00+00:00,0.8053691275167706,2.147651006711413,2.5573904541285675,0.8053691275167891,3.08724832214767,2.815594223275582,0.7785234899328807,MILD_COMPRESSION,0.5310282661062173,0.54416237143273,0.41017304336461907,1.0,0.0,SUDDEN_SPIKE_ONLY,0.875000000000013,0.875000000000013,1.0,0.0,0.12499999999998698,0.0,1.0738255033557065,0.4026845637583853,0.0002999999999999947,2.541107193615741,CLEAN_EXPANSION,SPIKE_BREAKOUT,True,45.01507928091766,4.615130092008964,False,
2023-11-04 16:15:00+00:00,2023-11-04 16:00:00+00:00,壓縮早突破,Binance,CRV/USDT:USDT,2023,LONG,10b0ea3b07222282f7bc9a2ecafeb5fdeab7755f7a932171d7307b8744f2f07d,True,COMPLETE,2023-11-04T16:15:00+00:00,0.75,2.75,2.680951323690902,0.75,3.25,2.622022120425379,1.1500000000000001,MILD_COMPRESSION,0.8987186367586137,0.8536169871402922,0.7570249186727952,1.0,2.0,SUDDEN_SPIKE_ONLY,0.5,0.5,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.5,0.25,0.0010000000000000009,2.9567977979112627,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.889409653537427,-1.0671752996659465,True,
2023-11-09 13:30:00+00:00,2023-11-09 13:15:00+00:00,壓縮早突破,Binance,RIF/USDT:USDT,2023,LONG,256765593fb28fa73294ca2067e0a083fb3913622d7e16d967727ef8dec7ad55,False,COMPLETE,2023-11-09T13:30:00+00:00,0.7508799374266748,2.6593664450528,1.8324746304399602,1.0598357450136964,3.449354712553776,3.2152559838401507,0.9213922565506453,MILD_COMPRESSION,0.97841385364434,0.8436484405669032,0.5320877950774103,1.0,3.0,SUDDEN_SPIKE_ONLY,0.5184135977337098,0.5184135977337098,0.8753541076487266,0.12464589235127345,0.35694050991501675,0.12464589235127345,2.761048103245999,0.5240516229957018,0.0006700000000000039,3.398206909832665,CLEAN_EXPANSION,SPIKE_BREAKOUT,,,,,
2023-11-19 17:15:00+00:00,2023-11-19 17:00:00+00:00,壓縮早突破,Binance,MAGIC/USDT:USDT,2023,LONG,6fc7e1286bea1b5ca88c9cd830fc7ef8e3a42f3cff2f69cfc628f964af7a4bac,True,COMPLETE,2023-11-19T17:15:00+00:00,1.0858585858585916,3.636363636363654,3.4987280327510777,0.8712121212121369,3.636363636363654,3.175542703152458,1.1464646464646484,EXPANDING_ALREADY,0.8673930140098715,0.8702933750211407,0.849808762969068,1.0,2.0,SUDDEN_SPIKE_ONLY,0.6097560975609773,0.6097560975609773,0.7073170731707228,0.2926829268292772,0.09756097560974553,0.2926829268292772,2.0707070707070656,0.7070707070706848,0.0027999999999999137,2.6722373448086696,WEAK_BREAK,SPIKE_BREAKOUT,True,22.558141446848783,2.234571909869924,False,
2023-11-22 16:15:00+00:00,2023-11-22 16:00:00+00:00,壓縮早突破,Binance,PENDLE/USDT:USDT,2023,LONG,76565bf5f5ac3606093050148a65e157e7cf9634b3aa6b99b1d6387f9321566c,True,COMPLETE,2023-11-22T16:15:00+00:00,0.8438538205980031,3.4285714285714377,2.878165722597236,0.9102990033222631,3.441860465116287,2.4357756356009745,1.483056478405307,MILD_COMPRESSION,1.616047785551835,2.1353434953299675,1.9363458742482331,0.0,4.0,EXHAUSTED_HIGH_VOLUME,0.7744360902255569,0.7744360902255569,0.8571428571428571,0.14285714285714285,0.08270676691730026,0.14285714285714285,1.7674418604651299,0.29235880398670855,0.0021999999999999797,2.87204649707396,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.9969552911142,-1.0655300353532835,True,
2023-11-27 05:00:00+00:00,2023-11-27 04:45:00+00:00,壓縮早突破,Binance,ROSE/USDT:USDT,2023,LONG,75559e79b3d36d26a76bc5127d4339574cadc1ea1cc2d684d9c543dda3a5c11c,True,COMPLETE,2023-11-27T05:00:00+00:00,1.1447440836543725,2.5096312603192077,1.3136728962333342,0.8860759493670872,2.5096312603192077,1.4592239968321845,1.2746285085305433,EXPANDING_ALREADY,1.3401764100775169,1.6715177811899167,1.389251321847549,0.0,5.0,FLAT,0.8043478260869609,0.8043478260869609,0.8985507246376797,0.1014492753623203,0.09420289855071881,0.1014492753623203,1.5189873417721407,0.6934507429829285,0.0006299999999999917,2.70410922982139,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.66348214119746,-1.04434658593146,True,
2023-12-03 15:45:00+00:00,2023-12-03 15:30:00+00:00,壓縮早突破,Binance,SNX/USDT:USDT,2023,LONG,7a1b979c532af4d0ed1d2c472493107f07c832d09427ea46c3c6e47017fd9fc4,True,COMPLETE,2023-12-03T15:45:00+00:00,1.0146862483311025,2.777036048064086,2.902789725180398,1.0146862483311025,2.9105473965287025,2.8468223194229827,1.0947930574098772,EXPANDING_ALREADY,0.7969335167124719,0.8301408027304268,0.9468136784226848,0.0,1.0,SUDDEN_SPIKE_ONLY,0.6721311475409781,0.6721311475409781,0.7049180327868833,0.2950819672131168,0.032786885245905104,0.2950819672131168,1.6288384512683671,1.068090787716956,0.040000000000000036,2.8634497568616197,WEAK_BREAK,SPIKE_BREAKOUT,False,-10.557678020674228,-1.0448968204730515,True,
2023-12-08 04:00:00+00:00,2023-12-08 03:45:00+00:00,壓縮早突破,Binance,DENT/USDT:USDT,2023,LONG,3cd76aee8d8588be005e3e19b17e261b3438352860e9508f1e55cc1a3996cc44,True,COMPLETE,2023-12-08T04:00:00+00:00,0.9803921568627477,2.352941176470582,2.2676536286706654,0.9803921568627477,2.352941176470582,1.9601714728561053,1.2941176470588212,MILD_COMPRESSION,0.6738589707568944,0.7004034591556448,0.6191700736948748,0.0,0.0,FLAT,0.20000000000000434,0.20000000000000434,0.7999999999999957,0.20000000000000434,0.5999999999999913,0.20000000000000434,0.9803921568627477,0.19607843137255382,1.0000000000000243e-06,1.9298206221008012,WEAK_BREAK,WEAK_TRANSITION,True,46.36152837622679,4.636865976382733,False,
2023-12-09 23:15:00+00:00,2023-12-09 23:00:00+00:00,壓縮早突破,Binance,GMT/USDT:USDT,2023,LONG,f8f2b916a3657f9dc4f072fa17c0c6d42b49114aeb1d786d08180335e7b8af56,True,COMPLETE,2023-12-09T23:15:00+00:00,0.770877944325478,2.7837259100642346,3.641453386962367,0.77087794432549,2.7837259100642346,2.8499574430179915,0.7965738758029935,MILD_COMPRESSION,0.3776332154647865,0.4674610542507217,0.4102134779099298,0.0,0.0,SUDDEN_SPIKE_ONLY,0.5897435897435938,0.5897435897435938,0.7435897435897443,0.25641025641025567,0.15384615384615055,0.25641025641025567,1.6702355460385456,0.342612419700223,0.0008000000000000229,2.5990090386119507,WEAK_BREAK,SPIKE_BREAKOUT,False,-11.056368674175284,-1.072018798977999,True,
2023-12-29 04:00:00+00:00,2023-12-29 03:00:00+00:00,壓縮早突破,Binance,IOTA/USDT:USDT,2023,LONG,2627a46527ff83df6bf6283ebe314dcb95c5b0123e961cdfaf41fa5a82aaa351,True,COMPLETE,2023-12-29T03:15:00+00:00,1.3495276653171477,2.7800269905532997,2.444955327430659,1.0796221322537196,2.7800269905532997,2.118543530708826,1.0634278002699113,EXPANDING_ALREADY,0.8711059846489517,1.5114415425448564,1.8545247431952077,2.0,4.0,SUDDEN_SPIKE_ONLY,0.7727272727272607,0.7727272727272607,0.8636363636363539,0.13636363636364612,0.0909090909090932,0.13636363636364612,1.1875843454790864,0.539811066126856,0.0020000000000000018,2.5841490059226757,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.685345801303486,-1.0441,True,
2024-01-19 23:45:00+00:00,2024-01-19 23:30:00+00:00,均線假跌破站回,Binance,POLYX/USDT:USDT,2023,LONG,49c6d02c0f56f12e0fb764c5b2fb658048f08382c2620f99226a28b7a80c9b0e,True,COMPLETE,2024-01-19T23:45:00+00:00,0.808080808080805,1.8181818181818181,1.2288409152117716,0.9090909090908951,2.525252525252533,2.017517155290283,0.9090909090909063,MILD_COMPRESSION,0.48435388138433855,0.44140561644153015,0.3001119967836821,0.0,0.0,SUDDEN_SPIKE_ONLY,0.8125000000000022,0.8125000000000022,0.9375000000000066,0.06249999999999349,0.12500000000000433,0.06249999999999349,1.61616161616161,-0.4040404040403885,-0.0003999999999999837,3.1408486789813184,WEAK_BREAK,SPIKE_BREAKOUT,False,-11.54282735328589,-1.1397878449320182,True,
2024-02-04 06:45:00+00:00,2024-02-04 06:30:00+00:00,壓縮早突破,Binance,MKR/USDT:USDT,2023,LONG,eb621fa2c18a1e404f734b809be773d7321abadba24b21e9133c4b95c952d03e,True,COMPLETE,2024-02-04T06:45:00+00:00,0.9008379888268044,2.2905027932960977,1.474621589572523,0.9706703910614412,2.6117318435754204,2.1530106517203094,1.0530726256983234,MILD_COMPRESSION,0.9640560321879811,0.9023016209600022,1.058189752820466,0.0,2.0,SUDDEN_SPIKE_ONLY,0.6500000000000151,0.6500000000000151,0.8166666666666819,0.18333333333331817,0.16666666666666666,0.18333333333331817,1.6759776536312818,0.33519553072626906,2.400000000000091,2.5159532500867883,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-11.641076299098236,-1.1627421573045271,True,
2024-02-19 15:15:00+00:00,2024-02-19 15:00:00+00:00,壓縮早突破,Binance,FXS/USDT:USDT,2023,LONG,d470a8e908bccf5ebfba36e8048da92013a7d257ffa836a67588a4f1d8c9f086,True,COMPLETE,2024-02-19T15:15:00+00:00,0.8813559322033834,2.152542372881368,1.3744498259466518,0.8389830508474595,2.2033898305084882,1.4566167172061968,0.9457627118644127,MILD_COMPRESSION,0.7538126762488179,0.7522007612382592,0.6756647105205484,1.0,1.0,SUDDEN_SPIKE_ONLY,0.6265060240963793,0.6265060240963793,0.8072289156626509,0.19277108433734913,0.1807228915662715,0.19277108433734913,1.4067796610169527,0.23728813559320933,0.013999999999999346,2.918937516283979,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.855752044565415,-1.0970578022126043,True,
2024-02-21 18:30:00+00:00,2024-02-21 18:15:00+00:00,均線假跌破站回,Binance,BTCDOM/USDT:USDT,2023,LONG,8a7a6f6292bff7958520857b374d4a2ded794e96c19da97c1ce99ed370a9ff80,True,COMPLETE,2024-02-21T18:30:00+00:00,0.7731092436974667,2.18487394957984,2.025733047301192,0.9159663865545948,3.9159663865546674,3.192912407279952,0.6789915966386519,MILD_COMPRESSION,0.37000272439988,0.342930612027409,0.3676648096992302,2.0,0.0,SUDDEN_SPIKE_ONLY,0.7386363636363865,0.7386363636363865,0.7386363636363865,0.2613636363636135,0.0,0.2613636363636135,1.4789915966386153,-0.8403361344537847,-5.0,2.5530864197530865,WEAK_BREAK,SPIKE_BREAKOUT,False,-11.744046678978965,-1.1999914531130975,True,
2024-03-06 21:45:00+00:00,2024-03-06 21:30:00+00:00,壓縮早突破,Binance,LINA/USDT:USDT,2023,LONG,fdc6982d8e2c47faa8b23fbe2cf787c21c3b39c42826c70d926cbb056793db02,True,COMPLETE,2024-03-06T21:45:00+00:00,0.930232558139537,2.6046511627907036,2.496075881860238,0.930232558139537,2.6046511627907036,2.1556521351174824,1.0232558139534882,MILD_COMPRESSION,0.7776724954593925,0.8683055950393521,0.5675334241872997,0.0,2.0,SUDDEN_SPIKE_ONLY,0.5294117647058811,0.5294117647058811,0.7647058823529406,0.23529411764705943,0.23529411764705943,0.23529411764705943,1.5813953488372088,0.7441860465116296,8.000000000000021e-05,2.348504546353508,CLEAN_EXPANSION,SPIKE_BREAKOUT,True,23.45040353059659,2.4525818384436,False,
2024-03-12 06:15:00+00:00,2024-03-12 06:00:00+00:00,均線假跌破站回,Binance,BTCDOM/USDT:USDT,2023,LONG,757a9bd5343d346a7a2ecd4c29a083a19ff445f6c16fa53c286af4c99580088b,True,COMPLETE,2024-03-12T06:15:00+00:00,0.9730250481695464,1.7148362235067582,1.303643002377051,0.9826589595375967,5.028901734104108,3.1380497663231646,0.8362235067437295,MILD_COMPRESSION,0.3508059176868537,0.3960146497658686,0.4548203858244176,0.0,0.0,SUDDEN_SPIKE_ONLY,0.7931034482758368,0.7931034482758368,0.8965517241379184,0.10344827586208158,0.10344827586208158,0.10344827586208158,1.676300578034644,-0.40462427745671675,-2.100000000000364,3.3603561821723402,WEAK_BREAK,SPIKE_BREAKOUT,False,-11.362785738739912,-1.1599388587971589,True,
2024-03-26 03:15:00+00:00,2024-03-26 03:00:00+00:00,壓縮早突破,Binance,RNDR/USDT:USDT,2023,LONG,b0aafa1b73da347fbed907cbc13bb29d464f8d15e99378060ea93af540084345,True,COMPLETE,2024-03-26T03:15:00+00:00,0.8880694476453911,2.392256280248897,1.1537557553341904,0.9456864100791201,4.148421295229308,4.660214789587257,0.8189290927248944,MILD_COMPRESSION,0.7040311641185087,0.5926727200627471,0.5916048069210248,0.0,0.0,SUDDEN_SPIKE_ONLY,0.5695718654434333,0.5695718654434333,0.8081039755351792,0.19189602446482074,0.238532110091746,0.19189602446482074,2.0096796496888514,0.8266113543827414,0.053800000000000736,2.755301061879222,CLEAN_EXPANSION,SPIKE_BREAKOUT,False,-10.264816260118575,-1.0601527759867198,True,
2024-03-30 08:00:00+00:00,2024-03-30 07:45:00+00:00,壓縮早突破,Binance,1000FLOKI/USDT:USDT,2023,LONG,3154c3c9db1ad96f8efaa9089869d28ebfa36a187c032ee0700dbbdbd54cc471,True,COMPLETE,2024-03-30T08:00:00+00:00,1.1931562359297623,2.1701936064835636,2.0801586976219695,1.0805943268797844,3.340837460603339,3.5077279980989737,1.1949572264745598,EXPANDING_ALREADY,0.6291242576667277,0.7849168131935056,0.9477306467121197,0.0,2.0,SUDDEN_SPIKE_ONLY,0.6168224299065485,0.6168224299065485,0.6682242990654265,0.33177570093457354,0.05140186915887796,0.33177570093457354,0.9635299414678095,0.027014858171996642,6.0000000000004494e-05,2.443755008918641,WEAK_BREAK,SPIKE_BREAKOUT,False,-10.109211248907448,-1.0552693187096107,True,
